SAMPLES

        -50         -50 1.30031e-20
        -50    -48.9899 3.24882e-20
        -50    -47.9798 7.96689e-20
        -50    -46.9697  1.9175e-19
        -50    -45.9596 4.52967e-19
        -50    -44.9495 1.05022e-18
        -50    -43.9394  2.3899e-18
        -50    -42.9293 5.33781e-18
        -50    -41.9192 1.17012e-17
        -50    -40.9091 2.51757e-17
        -50     -39.899  5.3164e-17
        -50    -38.8889 1.10189e-16
        -50    -37.8788 2.24151e-16
        -50    -36.8687 4.47537e-16
        -50    -35.8586 8.77002e-16
        -50    -34.8485 1.68677e-15
        -50    -33.8384 3.18417e-15
        -50    -32.8283 5.89958e-15
        -50    -31.8182 1.07283e-14
        -50    -30.8081 1.91479e-14
        -50     -29.798 3.35427e-14
        -50    -28.7879 5.76712e-14
        -50    -27.7778 9.73204e-14
        -50    -26.7677 1.61188e-13
        -50    -25.7576 2.62027e-13
        -50    -24.7475 4.18064e-13
        -50    -23.7374 6.54673e-13
        -50    -22.7273 1.00621e-12
        -50    -21.7172 1.51789e-12
        -50    -20.7071 2.24736e-12
        -50     -19.697 3.26581e-12
        -50    -18.6869 4.65793e-12
        -50    -17.6768 6.52047e-12
        -50    -16.6667 8.95878e-12
        -50    -15.6566  1.2081e-11
        -50    -14.6465 1.59897e-11
        -50    -13.6364 2.07713e-11
        -50    -12.6263 2.64832e-11
        -50    -11.6162 3.31406e-11
        -50    -10.6061 4.07039e-11
        -50    -9.59596 4.90676e-11
        -50    -8.58586 5.80547e-11
        -50    -7.57576 6.74162e-11
        -50    -6.56566 7.68379e-11
        -50    -5.55556  8.5955e-11
        -50    -4.54545 9.43736e-11
        -50    -3.53535 1.01698e-10
        -50    -2.52525 1.07563e-10
        -50    -1.51515 1.11659e-10
        -50   -0.505051 1.13765e-10
        -50    0.505051 1.13765e-10
        -50     1.51515 1.11659e-10
        -50     2.52525 1.07563e-10
        -50     3.53535 1.01698e-10
        -50     4.54545 9.43736e-11
        -50     5.55556  8.5955e-11
        -50     6.56566 7.68379e-11
        -50     7.57576 6.74162e-11
        -50     8.58586 5.80547e-11
        -50     9.59596 4.90676e-11
        -50     10.6061 4.07039e-11
        -50     11.6162 3.31406e-11
        -50     12.6263 2.64832e-11
        -50     13.6364 2.07713e-11
        -50     14.6465 1.59897e-11
        -50     15.6566  1.2081e-11
        -50     16.6667 8.95878e-12
        -50     17.6768 6.52047e-12
        -50     18.6869 4.65793e-12
        -50      19.697 3.26581e-12
        -50     20.7071 2.24736e-12
        -50     21.7172 1.51789e-12
        -50     22.7273 1.00621e-12
        -50     23.7374 6.54673e-13
        -50     24.7475 4.18064e-13
        -50     25.7576 2.62027e-13
        -50     26.7677 1.61188e-13
        -50     27.7778 9.73204e-14
        -50     28.7879 5.76712e-14
        -50      29.798 3.35427e-14
        -50     30.8081 1.91479e-14
        -50     31.8182 1.07283e-14
        -50     32.8283 5.89958e-15
        -50     33.8384 3.18417e-15
        -50     34.8485 1.68677e-15
        -50     35.8586 8.77002e-16
        -50     36.8687 4.47537e-16
        -50     37.8788 2.24151e-16
        -50     38.8889 1.10189e-16
        -50      39.899  5.3164e-17
        -50     40.9091 2.51757e-17
        -50     41.9192 1.17012e-17
        -50     42.9293 5.33781e-18
        -50     43.9394  2.3899e-18
        -50     44.9495 1.05022e-18
        -50     45.9596 4.52967e-19
        -50     46.9697  1.9175e-19
        -50     47.9798 7.96689e-20
        -50     48.9899 3.24882e-20
        -50          50 1.30031e-20
   -48.9899         -50 3.24882e-20
   -48.9899    -48.9899 8.11717e-20
   -48.9899    -47.9798 1.99052e-19
   -48.9899    -46.9697 4.79087e-19
   -48.9899    -45.9596 1.13174e-18
   -48.9899    -44.9495 2.62397e-18
   -48.9899    -43.9394 5.97116e-18
   -48.9899    -42.9293 1.33365e-17
   -48.9899    -41.9192 2.92354e-17
   -48.9899    -40.9091 6.29014e-17
   -48.9899     -39.899  1.3283e-16
   -48.9899    -38.8889 2.75306e-16
   -48.9899    -37.8788  5.6004e-16
   -48.9899    -36.8687 1.11817e-15
   -48.9899    -35.8586 2.19118e-15
   -48.9899    -34.8485 4.21439e-15
   -48.9899    -33.8384 7.95564e-15
   -48.9899    -32.8283 1.47401e-14
   -48.9899    -31.8182 2.68045e-14
   -48.9899    -30.8081  4.7841e-14
   -48.9899     -29.798 8.38064e-14
   -48.9899    -28.7879 1.44091e-13
   -48.9899    -27.7778 2.43155e-13
   -48.9899    -26.7677 4.02728e-13
   -48.9899    -25.7576 6.54673e-13
   -48.9899    -24.7475 1.04453e-12
   -48.9899    -23.7374  1.6357e-12
   -48.9899    -22.7273 2.51402e-12
   -48.9899    -21.7172 3.79243e-12
   -48.9899    -20.7071 5.61502e-12
   -48.9899     -19.697 8.15961e-12
   -48.9899    -18.6869 1.16378e-11
   -48.9899    -17.6768 1.62914e-11
   -48.9899    -16.6667 2.23835e-11
   -48.9899    -15.6566 3.01843e-11
   -48.9899    -14.6465 3.99503e-11
   -48.9899    -13.6364  5.1897e-11
   -48.9899    -12.6263 6.61681e-11
   -48.9899    -11.6162 8.28017e-11
   -48.9899    -10.6061 1.01698e-10
   -48.9899    -9.59596 1.22595e-10
   -48.9899    -8.58586 1.45049e-10
   -48.9899    -7.57576 1.68439e-10
   -48.9899    -6.56566 1.91979e-10
   -48.9899    -5.55556 2.14758e-10
   -48.9899    -4.54545 2.35792e-10
   -48.9899    -3.53535 2.54093e-10
   -48.9899    -2.52525 2.68745e-10
   -48.9899    -1.51515 2.78979e-10
   -48.9899   -0.505051 2.84242e-10
   -48.9899    0.505051 2.84242e-10
   -48.9899     1.51515 2.78979e-10
   -48.9899     2.52525 2.68745e-10
   -48.9899     3.53535 2.54093e-10
   -48.9899     4.54545 2.35792e-10
   -48.9899     5.55556 2.14758e-10
   -48.9899     6.56566 1.91979e-10
   -48.9899     7.57576 1.68439e-10
   -48.9899     8.58586 1.45049e-10
   -48.9899     9.59596 1.22595e-10
   -48.9899     10.6061 1.01698e-10
   -48.9899     11.6162 8.28017e-11
   -48.9899     12.6263 6.61681e-11
