CHART

        0         0
        0 0.0634665
        0  0.126933
        0    0.1904
        0  0.253866
        0  0.317333
        0  0.380799
        0  0.444266
        0  0.507732
        0  0.571199
        0  0.634665
        0  0.698132
        0  0.761598
        0  0.825065
        0  0.888531
        0  0.951998
        0   1.01546
        0   1.07893
        0    1.1424
        0   1.20586
        0   1.26933
        0    1.3328
        0   1.39626
        0   1.45973
        0    1.5232
        0   1.58666
        0   1.65013
        0    1.7136
        0   1.77706
        0   1.84053
        0     1.904
        0   1.96746
        0   2.03093
        0    2.0944
        0   2.15786
        0   2.22133
        0   2.28479
        0   2.34826
        0   2.41173
        0   2.47519
        0   2.53866
        0   2.60213
        0   2.66559
        0   2.72906
        0   2.79253
        0   2.85599
        0   2.91946
        0   2.98293
        0   3.04639
        0   3.10986
        0   3.17333
        0   3.23679
        0   3.30026
        0   3.36373
        0   3.42719
        0   3.49066
        0   3.55413
        0   3.61759
        0   3.68106
        0   3.74452
        0   3.80799
        0   3.87146
        0   3.93492
        0   3.99839
        0   4.06186
        0   4.12532
        0   4.18879
        0   4.25226
        0   4.31572
        0   4.37919
        0   4.44266
        0   4.50612
        0   4.56959
        0   4.63306
        0   4.69652
        0   4.75999
        0   4.82346
        0   4.88692
        0   4.95039
        0   5.01385
        0   5.07732
        0   5.14079
        0   5.20425
        0   5.26772
        0   5.33119
        0   5.39465
        0   5.45812
        0   5.52159
        0   5.58505
        0   5.64852
        0   5.71199
        0   5.77545
        0   5.83892
        0   5.90239
        0   5.96585
        0   6.02932
        0   6.09279
        0   6.15625
        0   6.21972
        0   6.28319
0.0317333         0
0.0317333 0.0634665
0.0317333  0.126933
0.0317333    0.1904
0.0317333  0.253866
0.0317333  0.317333
0.0317333  0.380799
0.0317333  0.444266
0.0317333  0.507732
0.0317333  0.571199
0.0317333  0.634665
0.0317333  0.698132
0.0317333  0.761598
0.0317333  0.825065
0.0317333  0.888531
0.0317333  0.951998
0.0317333   1.01546
0.0317333   1.07893
0.0317333    1.1424
0.0317333   1.20586
0.0317333   1.26933
0.0317333    1.3328
0.0317333   1.39626
0.0317333   1.45973
0.0317333    1.5232
0.0317333   1.58666
0.0317333   1.65013
0.0317333    1.7136
0.0317333   1.77706
0.0317333   1.84053
0.0317333     1.904
0.0317333   1.96746
0.0317333   2.03093
0.0317333    2.0944
0.0317333   2.15786
0.0317333   2.22133
0.0317333   2.28479
0.0317333   2.34826
0.0317333   2.41173
0.0317333   2.47519
0.0317333   2.53866
0.0317333   2.60213
0.0317333   2.66559
0.0317333   2.72906
0.0317333   2.79253
0.0317333   2.85599
0.0317333   2.91946
0.0317333   2.98293
0.0317333   3.04639
0.0317333   3.10986
0.0317333   3.17333
0.0317333   3.23679
0.0317333   3.30026
0.0317333   3.36373
0.0317333   3.42719
0.0317333   3.49066
0.0317333   3.55413
0.0317333   3.61759
0.0317333   3.68106
0.0317333   3.74452
0.0317333   3.80799
0.0317333   3.87146
0.0317333   3.93492
0.0317333   3.99839
0.0317333   4.06186
0.0317333   4.12532
0.0317333   4.18879
0.0317333   4.25226
0.0317333   4.31572
0.0317333   4.37919
0.0317333   4.44266
0.0317333   4.50612
0.0317333   4.56959
0.0317333   4.63306
0.0317333   4.69652
0.0317333   4.75999
0.0317333   4.82346
0.0317333   4.88692
0.0317333   4.95039
0.0317333   5.01385
0.0317333   5.07732
0.0317333   5.14079
